44000,51040,227,266
43600,51040,220,240
24700,51040,1131,900
42000,51040,130,120
24700,42000,1210,840
43600,42000,359,270
44000,42000,377, 240
44000,24700,1410, 930
44000,43600,20, 45
24700,43600,1393, 960
